pdf,mm_yyyy,company,amount,currency,adjudicadora,tipo,tramitacion,procedimiento,model,time
BOE-B-2017-14543.pdf,03-2017,TECNOLÓGIAS PLEXUS S.L,278093.08,euros,Ayuntamiento de San Cristóbal de La Laguna,Servicios,Ordinaria,Abierto,phi3,226.37
BOE-B-2017-13185.pdf,03-2017,Automoción Canarias S.A.,561000.0,euros,Ayuntamiento de Arona,Suministro,Ordinaria,Armonizado abierto,phi3,477.59
BOE-B-2017-14759.pdf,03-2017,Golden Laundry S.L.,307340.0,euros,Gerencia de Atención Primaria de Burgos,Servicio,Ordinaria,Abierto,phi3,217.38
BOE-B-2017-19949.pdf,03-2017,Larrialdiak anbulantziak S.L.,340500.0,euros,Fundación Uliazpi,Servicios,None,None,phi3,189.70
BOE-B-2017-15525.pdf,03-2017,Ramis de Benítez Suministros Médicos S.L.; Dispomedis S.L.; Active Medical Disposable S.A.U.; Celulosas Vascas S.L.; Laboratorios Indas S.A.U.,682415.27,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Abierto,phi3,249.63
BOE-B-2017-19937.pdf,03-2017,LIFE CARE S.L,597086.36,euros,Diputación de Granada,Suministro,Ordinaria,Abierto varios criterios,phi3,195.59
BOE-B-2017-15552.pdf,03-2017,Prosegur Servicios Integrales de Seguridad España SL,4420187.48,euros,Diputación de Valencia,Servicios,Ordinaria,Abierto,phi3,227.41
BOE-B-2017-14572.pdf,03-2017,Rodi Metro S.L.,184120.0,EUR,Solucions Integrals per als Residus S.A.U.,Servicios,Ordinaria,Abierto,phi3,230.54
BOE-B-2017-19912.pdf,03-2017,Gilead Sciences S.L,6118528.0,euros,Servicio Andaluz de Salud,Suministros,Ordinaria,Negociado sin publicidad,phi3,244.44
BOE-B-2017-15520.pdf,03-2017,Vistalegre Suministro Integral a Oficinas S.L.,171048.92,euros,Dirección Provincial del Servicio Andaluz de Empleo de Sevilla,Suministro,Ordinaria,Abierto,phi3,284.80
BOE-B-2017-14500.pdf,03-2017,Movelco Mobility S. L.,146573.35,euros,Autoridad Portuaria de Pasaia,Suministro,Ordinaria,Abierto y forma la de oferta económicamente más ventajosa en función de criterios objetivos,phi3,241.49
BOE-B-2017-15523.pdf,03-2017,Sistemas Integrales de Medicina S.A.,1982265.12,euros,Servicio Andaluz de Salud,Servicios,Ordinaria,Abierto,phi3,234.83
BOE-B-2017-15894.pdf,03-2017,Alexion Pharma Spain S.L.,1555008.0,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Negociado sin publicidad,phi3,223.52
BOE-B-2017-18188.pdf,03-2017,Ferrovial Servicios S.A.,941380.0,euros,Consorcio Valencia,Servicios,None,None,phi3,163.28
BOE-B-2017-21706.pdf,04-2017,None,18083857.58,euros,Servicio Murciano de Salud,Suministro,Ordinaria,Abierto,llama3,432.10
BOE-B-2017-24258.pdf,04-2017,Clece S. A.,1757608.27,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,llama3,367.06
BOE-B-2017-24076.pdf,04-2017,Fundació Privada Universitaria Eada,136000.0,euros,Instituto Catalán de la Salud,Servicios,None,None,llama3,236.39
BOE-B-2017-20721.pdf,04-2017,None,450327.64,euros,Servizo Galego de Saúde,Suministro,Ordinaria,Abierto,llama3,376.74
BOE-B-2017-23205.pdf,04-2017,El Corte Inglés S.A.,None,None,Consejería de Presidencia Justicia y Portavocía del Gobierno.,Suministro,Ordinaria,Abierto,llama3,474.61
BOE-B-2017-23540.pdf,04-2017,SRCL Consenur S.L.,113300.0,euros,Agencia Pública Empresarial Sanitaria Bajo Guadalquivir,Servicio,None,None,llama3,250.55
BOE-B-2017-22745.pdf,04-2017,Jardincelas S.L.,153537.84,euros,Ayuntamiento de Ferrol,Servicios,Ordinaria,Abierto con pluralidad de criterios de valoración documentalmente simplificado y sujeto a regulación armonizada,llama3,349.37
BOE-B-2017-21677.pdf,04-2017,Getinsa-Payma S.L.,312914.75,euros,Presidencia de la Confederación Hidrográfica del Cantábrico,Servicios,Ordinaria,Abierto,llama3,329.50
BOE-B-2017-25780.pdf,04-2017,None,None,None,Osakidetza-Servicio Vasco de Salud,Suministros,Ordinaria,Negociado con publicidad,llama3,473.04
BOE-B-2017-24937.pdf,04-2017,None,443320.0,euros,Osakidetza-Servicio Vasco de Salud,Suministro,Ordinaria,Exclusividad,llama3,359.55
BOE-B-2017-25823.pdf,04-2017,Global Servicios-Unión de Discapacitados para el Empleo y la Formación S.L.,446664.88,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,llama3,327.05
BOE-B-2017-25270.pdf,04-2017,Medtronic Ibérica S.A. Boston Scientific Ibérica S.A.,1265220.0,euros,Servicio Aragonés de Salud,Contrato de suministro,Anticipada,Abierto,llama3,341.26
BOE-B-2017-23566.pdf,04-2017,Abbott Laboratories S.A. Braun Surgical S.A. Boston Scientific Ibérica S.A. Cardiva 2 S.L.; Cook España S.A.; Hexacath España S.L.; Iberhospitex S.A.; Izasa Hospital S.L.U.; Orbusneich Medical S.L.; Prim S.A.; Terumo Europe España S.L.; World Medica S.L.,3328789.93,euros,Servicio Aragonés de Salud,Suministros,Ordinaria,Abierto,llama3,369.16
BOE-B-2017-21753.pdf,04-2017,Agilent Technologies Spain S.L.,160422.32,euros,Universidad de La Laguna,Suministro,Ordinaria,Abierto,llama3,326.95
BOE-B-2017-24124.pdf,04-2017,Aebi Schmidt Ibérica Sociedad Anónima,125000.0,euros,Ayuntamiento de Fuenlabrada,Contrato de suministro,Ordinaria,Abierto,llama3,303.99
BOE-B-2017-20720.pdf,04-2017,Karl Storz Endoscopia Ibérica S.A.,None,None,Hospital Clínic de Barcelona,Servicios,Ordinaria,Negociado sin publicidad,llama3,363.55
BOE-B-2017-24073.pdf,04-2017,Insyte Instalaciones S.A.,None,None,Departamento de Interior,Servicios,Ordinaria,Abierto,llama3,387.29
BOE-B-2017-21669.pdf,04-2017,Vías y Construcciones S.A.,1923661.07,euros,None,Contrato de obras,Ordinaria,Negociado,llama3,399.85
BOE-B-2017-23509.pdf,04-2017,None,1349150.0,euros,Tesorería General de la Seguridad Social,Contrato de Servicios,Ordinaria,Abierto,llama3,307.54
BOE-B-2017-24386.pdf,04-2017,Acosta Services Car S.L.,3381112.0,euros,Ayuntamiento de Las Palmas de Gran Canaria,Contrato de suministro,None,None,llama3,238.74
BOE-B-2017-21706.pdf,04-2017,Nexus Energía S.A.,18083857.58,euros,Servicio Murciano de Salud,Suministro,Ordinaria,Abierto,phi3,236.85
BOE-B-2017-24258.pdf,04-2017,Clece S. A.,1757608.27,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,229.94
BOE-B-2017-24076.pdf,04-2017,Fundació Privada Universitaria Eada,136000.0,euros,Instituto Catalán de la Salud,Servicios,None,None,phi3,194.72
BOE-B-2017-20721.pdf,04-2017,Paipel-Or S.L.,450327.64,euros,Servizo Galego de Saúde,Suministro,Ordinaria,Abierto,phi3,221.23
BOE-B-2017-23205.pdf,04-2017,El Corte Inglés S.A,355740.0,euros,Consejería de Presidencia Justicia y Portavocía del Gobierno,Suministro,Ordinaria,Abierto,phi3,705.84
BOE-B-2017-23540.pdf,04-2017,SRCL Consenur S.L.,113300.0,euros,Agencia Pública Empresarial Sanitaria Bajo Guadalquivir,Servicio,None,None,phi3,188.71
BOE-B-2017-22745.pdf,04-2017,Jardincelas S.L.,153537.84,euros,Ayuntamiento de Ferrol,Servicios,Ordinaria,Abierto con pluralidad de criterios de valoración documentalmente simplificado y sujeto a regulación armonizada,phi3,265.27
BOE-B-2017-21677.pdf,04-2017,Getinsa-Payma S.L.,312914.75,euros,Presidencia de la Confederación Hidrográfica del Cantábrico,Servicios,Ordinaria,Abierto,phi3,210.82
BOE-B-2017-25780.pdf,04-2017,Otsuka Pharmaceutical S.A.,112224.2,€,Osakidetza-Servicio Vasco de Salud,Suministros,Ordinaria,Negociado,phi3,260.78
BOE-B-2017-24937.pdf,04-2017,The Binding Site Group Limit (Sucursal España),444320.0,euros,Osakidetza-Servicio Vasco de Salud,Suministro,Ordinaria,Exclusividad,phi3,251.93
BOE-B-2017-25823.pdf,04-2017,Global Servicios-Unión de Discapacitados para el Empleo y la Formación S.L.,446664.88,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,218.20
BOE-B-2017-25270.pdf,04-2017,Medtronic Ibérica S.A. Boston Scientific Ibérica S.A.,1265220.0,euros,Servicio Aragonés de Salud,Suministro,Anticipada,Abierto,phi3,236.17
BOE-B-2017-23566.pdf,04-2017,Abbott Laboratories S.A.; Braun Surgical S.A.; Boston Scientific Iberhospitex S.A.; Cook España S.A.; Hexacath España S.L.; Izasa Hospital S.L.U.; Orbusneich Medical S.L.; Prim S.A.; Terumo Europe España S.L.; World Medica S.L.,3328789.93,euros,Servicio Aragonés de Salud,Suministro,Anticipada,Abierto,phi3,275.34
BOE-B-2017-21753.pdf,04-2017,Agilent Technologies Spain S.L,160422.32,euros,Universidad de La Laguna,Suministro,Ordinaria,Abierto,phi3,245.84
BOE-B-2017-24124.pdf,04-2017,Aebi Schmidt Ibérica,125000.0,euros,Ayuntamiento de Fuenlabrada,Suministro,Ordinaria,Abierto,phi3,230.48
BOE-B-2017-20720.pdf,04-2017,Karl Storz Endoscopia Ibérica S.A.,533375.11,euros,Hospital Clínic de Barcelona,Servicios,Ordinaria,Negociado sin publicidad,phi3,215.22
BOE-B-2017-24073.pdf,04-2017,Insyte Instalaciones S.A.,142041.9,euros,Departamento de Interior,Servicios,Ordinaria,Abierto de regulación armonizada,phi3,234.16
BOE-B-2017-21669.pdf,04-2017,Vías y Construcciones S.A.,1923661.07,euros,Autoridad Portuaria de la Bahía de Cádiz,Obras,Ordinaria,Negociado,phi3,249.83
BOE-B-2017-23509.pdf,04-2017,Marsegur Seguridad Privada S.A.,1349150.0,euros,Tesorería General de la Seguridad Social,Servicios,Ordinaria,Abierto,phi3,211.12
BOE-B-2017-24386.pdf,04-2017,Acosta Services Car S.L.,333811.2,euros,Ayuntamiento de Las Palmas de Gran Canaria,Suministro,None,None,phi3,155.52
BOE-B-2017-28362.pdf,05-2017,Indra Sistemas S.A.,1337688.88,euros,Organismo: Axencia para a Modernización Tecnolóxica de Galicia,Servicio,Ordinaria,Abierto armonizado,llama3,354.36
BOE-B-2017-32714.pdf,05-2017,None,58166.68,euros,Diputación Provincial de Málaga,Suministro,Ordinaria,Abierto,llama3,325.84
BOE-B-2017-28677.pdf,05-2017,None,1492000.0,euros,Consorcio de Tributos de Tenerife,Contrato de Servicios,None,None,llama3,270.22
BOE-B-2017-31930.pdf,05-2017,None,979696.0,euros,Servicio Madrileño de Salud Hospital Clínico San Carlos,Contrato de suministro,Ordinaria,Negociado sin publicidad,llama3,319.78
BOE-B-2017-27105.pdf,05-2017,Gilead Sciences S.L.,2300111.64,euros,Servicio Andaluz de Salud. Complejo Hospitalario Torrecárdenas,Contrato de suministro,Ordinaria,Negociado sin publicidad,llama3,360.43
BOE-B-2017-29780.pdf,05-2017,CSL Behring S.A.; Accord Healthcare S.L.U.; Kern Pharma S.L.; Bayer Hispania S.L. and Laboratorios Normon S.A.,14999752.56,euros,Servicio Andaluz de Salud. Área Hospitalaria Virgen del Rocio.,Suministros,Ordinaria,Abierto,llama3,429.74
BOE-B-2017-29470.pdf,05-2017,Alisea Esco S.A.,633048.32,euros,Junta de Gobierno Local del Ayuntamiento de Cubillos del Sil,Suministro,Ordinaria,Abierto,llama3,410.66
BOE-B-2017-29410.pdf,05-2017,Véase perfil del contratante.,475118.2,euros,Agencia Pública Andaluza de Educación,Servicio,Ordinaria,Abierto,llama3,386.16
BOE-B-2017-30150.pdf,05-2017,None,198364.5,euros,Servicio Madrileño de Salud Hospital Universitario '12 de Octubre',Suministro,Ordinaria,Abierto,llama3,514.19
BOE-B-2017-29435.pdf,05-2017,Limpiezas el sol SL,275880.0,€,Consorcio Provincial de Prevención y Extinción de Incendios y Protección Civil de Córdoba,Servicios,Anticipada,Abierto,llama3,313.33
BOE-B-2017-28344.pdf,05-2017,ONTIME Transporte y Logística S.L.,None,None,Departamento de Justicia de la Generalidad de Cataluña,Servicios,Ordinaria,Abierto,llama3,370.59
BOE-B-2017-31876.pdf,05-2017,None,929835.4,€,Invied.,Servicios,Ordinaria,Abierto,llama3,298.46
BOE-B-2017-31683.pdf,05-2017,Serveis d'Àpats S.L.,2019612000.0,€,Consell Comarcal del Alt Camp,Contrato de Servicios,Ordinaria,Abierto con diversos criterios de adjudicación,llama3,464.99
BOE-B-2017-31641.pdf,05-2017,1) Suministros Hospitalarios SA; 2) Baxter SL; 3) Assut Europe Iberica SL; 4) Coloplast Productos Médicos SA; 5) Intersurgical España SL; 6) Convatec SL; 7) BSN Medical SLU; 8) B.Braun Medical SA; 9) B.Braun Surgical SA; 10) Mölnlycke Healhtcare SL; 11) Prim SA; 12) Smith and Nephew SA; 13) Bio-Implants Medical SL,21695597.0,euros,Servicio Madrileño de Salud. - Hospital Universitario de Getafe,Suministros,Ordinaria,Abierto,llama3,424.63
BOE-B-2017-27188.pdf,05-2017,Unión Internacional de Servicios Integrales Uni2 S.A.,2162700.76,euros,Ayuntamiento de Vitoria-Gasteiz,Contrato de Servicios,Normal,Abierto,llama3,308.72
BOE-B-2017-28340.pdf,05-2017,None,7249724.84,euros,Departamento de Enseñana de la Generalidad de Cataluña,Servicios,Ordinaria y anticipada,Abierto,llama3,347.34
BOE-B-2017-30152.pdf,05-2017,Johnson & Johnson S.A. Smith & Nephew S.A.U. Waldemar Link España S.A.U.,405230.71,euros,Servicio Madrileño de Salud Hospital Universitario '12 de Octubre',Suministro,Ordinaria,Abierto,llama3,375.73
BOE-B-2017-29779.pdf,05-2017,Alexion Pharma Spain S.L.,4049500.0,euros,Servicio Andaluz de Salud. Hospital Universitario Reina Sofía,Suministros,Ordinaria,Negociado sin publicidad,llama3,380.95
BOE-B-2017-30381.pdf,05-2017,Producciones Múltiple S.L.L.,221868.02,euros,Ayuntamiento de Madrid. Área de Gobierno de Equidad Derechos Sociales y Empleo.,Servicios,Ordinaria,Abierto,llama3,658.11
BOE-B-2017-28078.pdf,05-2017,Zurich Insurance PLC Sucursal en España,236400.0,euros,Ayuntamiento de Barberà del Vallès,Servicios,Ordinaria,Abierto sujeto a regulación armonizada,llama3,418.04
BOE-B-2017-32736.pdf,05-2017,Impursa S.A.,2417580.0,euros,Área Metropolitana de Barcelona,Gestión de servicios,Ordinaria,Abierto,llama3,366.90
BOE-B-2017-28362.pdf,05-2017,Indra Sistemas S.A.,2122613.76,euros,Axencia para a Modernización Tecnolóxica de Galicia,Servicio,Ordinaria,Abierto armonizado,phi3,262.88
BOE-B-2017-32714.pdf,05-2017,Ca Guerreros S.L.,58166.68,euros,Diputación Provincial de Málaga,Suministro,Ordinaria,Abierto,phi3,251.58
BOE-B-2017-28677.pdf,05-2017,Sociedad Estatal Correos y Telégrafos S.A.,1492000.0,euros,Consorcio de Tributos de Tenerife,Servicios,None,None,phi3,161.32
BOE-B-2017-31930.pdf,05-2017,Bayer Hispania S.L.,979696.0,euros,Servicio Madrileño de Salud,Suministro,Ordinaria,Negociado sin publicidad,phi3,715.93
BOE-B-2017-27105.pdf,05-2017,Gilead Sciences S.L,2300111.64,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Negociado sin publicidad sujeto a Regulación Armonizada,phi3,1394.90
BOE-B-2017-29780.pdf,05-2017,CSL Behring S.A.; Accord Healthcare S.L.U.; Kern Pharma S.L.; Bayer Hispania S.L.; Laboratorios Normon S.A.,14999752.56,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Abierto,phi3,847.23
BOE-B-2017-29470.pdf,05-2017,Alisea Esco S.A.,633048.32,euros,Junta de Gobierno Local del Ayuntamiento de Cubillos del Sil,Suministro,Ordinaria,Abierto,phi3,221.18
BOE-B-2017-29410.pdf,05-2017,Contratista,475118.2,euros,Agencia Pública Andaluza de Educación,Servicio,Ordinaria,Abierto,phi3,233.63
BOE-B-2017-30150.pdf,05-2017,Cardiva 2 S.L.,198364.5,euros,None,Suministro,Ordinaria,Abierto,phi3,370.89
BOE-B-2017-29435.pdf,05-2017,LIFE CARE S.L,275880.0,Euros,Consorcio Provincial de Prevención y Extinción de Incendios y Protección Civil de Córdoba,Servicios,Anticipada,Abierto,phi3,231.75
BOE-B-2017-28344.pdf,05-2017,ONTIME Transporte y Logística S.L.,142410.56,euros,Departamento de Justicia de la Generalidad de Cataluña,Servicios,Ordinaria,Abierto,phi3,238.51
BOE-B-2017-31876.pdf,05-2017,Eulen S.A.,929835.4,euros,Invied,Servicios,Ordinaria,Abierto,phi3,222.10
BOE-B-2017-31683.pdf,05-2017,Serveis d'Àpats S.L.,6.2,€,Consell Comarcal del Alt Camp,Servicio,Ordinaria,Abierto con diversos criterios de adjudicación,phi3,279.47
BOE-B-2017-31641.pdf,05-2017,LIFE CARE S.L,216955.97,euros,Servicio Madrileño de Salud.- Hospital Universitario de Getafe,Suministro,Ordinaria,Abierto,phi3,245.14
BOE-B-2017-27188.pdf,05-2017,Unión Internacional de Servicios Integrales Uni2 S.A.,2162700.76,euros,Ayuntamiento de Vitoria-Gasteiz,Servicios,Normal,Abierto,phi3,252.52
BOE-B-2017-28340.pdf,05-2017,Algeco Construcciones Modulares SLU- lote 1 (módulo base de 15 m2),7249724.84,euros,Departamento de Enseñanza de la Generalidad de Cataluña,Servicios,Ordinaria,Abierto,phi3,260.01
BOE-B-2017-30152.pdf,05-2017,Johnson & Johnson S.A. Smith & Nephew S Omás S.A.U.,404850.71,euros,Servicio Madrileño de Salud Hospital Universitario ,Suministro,Ordinaria,Abierto,phi3,234.08
BOE-B-2017-29779.pdf,05-2017,Alexion Pharma Spain S.L.,4049500.0,euros,Servicio Andaluz de Salud,Suministro,Ordinaria,Negociado sin publicidad,phi3,244.95
BOE-B-2017-30381.pdf,05-2017,Producciones Múltiple S.L.L.,221868.02,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,251.57
BOE-B-2017-28078.pdf,05-2017,Zurich Insurance PLC Sucursal en España (CIF W0072130-H),236400.0,EUR,Ayuntamiento de Barberà del Vallès,Servicios,Ordinaria,Abierto sujeto a regulación armonizada,phi3,338.12
BOE-B-2017-32736.pdf,05-2017,Impursa S.A.,2417580.0,euros,Área Metropolitana de Barcelona,Servicios,Ordinaria,Abierto,phi3,254.17
BOE-B-2017-36468.pdf,06-2017,Itma Sociedad Limitada,304920.0,euros,Dirección Provincial de la Tesorería General de la Seguridad Social de Pontevedra,Servicios,Ordinaria,Abierto,llama3,405.73
BOE-B-2017-36151.pdf,06-2017,None,1182100.0,euros,Ayuntamiento de Galdakao,Servicios,Ordinaria,Abierto,llama3,338.01
BOE-B-2017-33591.pdf,06-2017,None,174240.0,euros,Tesorería General de la Seguridad Social,Servicios,Ordinaria,Abierto,llama3,309.90
BOE-B-2017-37219.pdf,06-2017,Emeseme-Bilbao Unión Temporal de Empresas,1050000.0,euros,Ayuntamiento de Bilbao,Servicio,Anticipada,Abierto en base a varios criterios,llama3,358.88
BOE-B-2017-36483.pdf,06-2017,None,419265.0,euros,None,Servicio,Ordinaria,Abierto,llama3,464.71
BOE-B-2017-39926.pdf,06-2017,Amevisa S.A. Bard de España S.L.U. Boston Scientific Ibérica B.Braun Surgical S.A. Cardiolink S.L. Medicina Analit Consumibles MAC S.A. MBA Incorporado S.L. - Bioser Medtronic Ibérica S.A. Palex Medical S.A. Prim S.A. Suclisa S.L.,283325.67,euros,Osakidetza-SVS,Suministros,Ordinaria,Abierto,llama3,533.45
BOE-B-2017-40005.pdf,06-2017,Clece Seguridad S.A.,1332936000.0,€,Universitat de València,Servicios,Ordinaria,Abierto,llama3,326.08
BOE-B-2017-34782.pdf,06-2017,None,128000.0,euros,Servicio de Salud de las Illes Balears,Contrato de Servicios,Ordinaria,Abierto,llama3,374.44
BOE-B-2017-38522.pdf,06-2017,None,139488.96,euros,Consejería de Sanidad Servicio Madrileño de Salud Hospital Universitario Puerta de Hierro de Majadahonda Madrid,Suministros,Ordinaria,Negociado sin publicidad artículo 170 d),llama3,368.04
BOE-B-2017-35373.pdf,06-2017,Allianz Compañía de Seguros y Reaseguros S.A.,1040000.0,euros,Organismo,Servicios,Ordinaria,Abierto,llama3,314.11
BOE-B-2017-36537.pdf,06-2017,Clece Seguridad SAU,758830.16,euros,Ayuntamiento de Madrid. Distrito de Puente de Vallecas,Servicios,Ordinaria,Abierto,llama3,360.55
BOE-B-2017-38786.pdf,06-2017,Janssen Cilag S.A.,464853.79,euros,Servicio Madrileño de Salud. Hospital Universitario Príncipe de Asturias,Suministros,Ordinaria,Negociado sin publicidad por exclusividad,llama3,324.52
BOE-B-2017-39951.pdf,06-2017,CZ Veterinaria S.A.,5307567.76,Euros,Consejería de Medio Ambiente y Rural Políticas Agrarias y Territorio,Suministro,Ordinaria,Abierto,llama3,374.33
BOE-B-2017-36842.pdf,06-2017,Albyn Medical s.l. Biomed s.a Boston Scientific s.a. Cook España s.a. Grifols Movaco s.a Izasa Hospital s.l. Logimed s.l. Olympus Iberia s.a.u. Medicina Tecnica Werkstatte Iberica s.l. Sistemas Tecnicos Endoscopicos s.a.,728288.0,euros,Servicio Murciano de Salud,Suministros,Ordinaria,Abierto,llama3,361.24
BOE-B-2017-36108.pdf,06-2017,Khavaeva Reyes S.L.U.,207152.0,euros,Generalitat Valenciana. Conselleria de Sanidad Universal y Salud Pública,Contrato de Servicios,Ordinaria,Abierto,llama3,312.94
BOE-B-2017-39955.pdf,06-2017,None,4980000.0,euros,Consorcio Provincial de Prevención y Extinción de Incendios y Protección Civil de Córdoba,Suministro,Ordinaria,Abierto,llama3,411.44
BOE-B-2017-40330.pdf,06-2017,None,317582.78,anuales,Ayuntamiento de Navarcles,Servicio,Ordinaria,Abierto,llama3,436.10
BOE-B-2017-35118.pdf,06-2017,Lacera Servicios y Mantenimiento S.A.,2299000.0,euros,Servizo Galego de Saúde - Estructura de Xestión Integrada de Pontevedra e O Salnés,Servicios,Ordinaria,Abierto,llama3,353.24
BOE-B-2017-33593.pdf,06-2017,Extraco Construccions e Proxectos S.A.,414694.6,euros,Ministerio de Agricultura y Pesca Alimentación y Medio Ambiente,Obras,Ordinaria,Abierto,llama3,375.67
BOE-B-2017-38640.pdf,06-2017,Reynober S.A.,256356.01,euros,None,Contrato de suministro,Ordinaria,Abierto,llama3,336.84
BOE-B-2017-40396.pdf,06-2017,Associació per a la Creació d'Estudis i Projectes Socials,528700.0,euros,Ayuntamiento de Viladecans,Contrato administrativo de servicios,Ordinaria,Abierto Armonizado,llama3,360.70
BOE-B-2017-39946.pdf,06-2017,Cardiolink S.L.; Edwards Lifesciences S.L.; Mercé V Electromedicina S.L.; Palex Medical S.A.; Quilpro Cardio S.L.,2661450.0,euros,Servicio Murciano de Salud,Suministros,Ordinaria,Abierto,llama3,333.55
BOE-B-2017-34787.pdf,06-2017,Pharma Mar S.A.,None,None,Servicio Madrileño de Salud. Hospital Universitario Príncipe de Asturias,Suministros,Ordinaria,Negociado sin publicidad por exclusividad,llama3,409.54
BOE-B-2017-36468.pdf,06-2017,Itma Sociedad Limitada,304920.0,euros,Dirección Provincial de la Tesorería General de la Seguridad Social de Pontevedra,Servicios,Ordinaria,Abierto,phi3,221.30
BOE-B-2017-36151.pdf,06-2017,Guedan Servicios Deportivos S.A.,1182100.0,euros,Ayuntamiento de Galdakao,Servicios,Ordinaria,Abierto con multiplicidad de criterio de adjudicación,phi3,241.47
BOE-B-2017-33591.pdf,06-2017,Teradata Iberia S.L,174240.0,EUR,Tesorería General de la Seguridad Social,Servicios,Ordinaria,Abierto,phi3,206.82
BOE-B-2017-37219.pdf,06-2017,Emeseme-Bilbao Unión Temporal de Empresas,1050000.0,euros,Ayuntamiento de Bilbao,Servicio,Anticipada,Abierto en base a varios criterios,phi3,246.79
BOE-B-2017-36483.pdf,06-2017,Multiserveis NDAVANT SL,419265.0,euros,Instituto Nacional de Educación Física de Cataluña (INEFC),Servicio,Ordinaria,Abierto,phi3,218.14
BOE-B-2017-39926.pdf,06-2017,None,283325.67,euros,Osakidetza-SVS,Suministro,Ordinaria,Abierto,phi3,412.04
BOE-B-2017-40005.pdf,06-2017,Fomento Valencia S.L.,1626921.0,EUR,Universitat de València,Servicios,Ordinaria,Abierto,phi3,236.60
BOE-B-2017-34782.pdf,06-2017,Reference Laboratory S.A.,127800.0,euros,Servicio de Salud de las Illes Balears,Servicios,Ordinaria,Abierto,phi3,244.38
BOE-B-2017-38522.pdf,06-2017,Sanofi-Aventis S.A,139488.96,euros,Consejería de Sanidad Servicio Madrileño de Salud Hospital Universitario Puerta de Hierro de Majadahonda Madrid,Suministro,Ordinaria,Negociado sin publicidad,phi3,260.38
BOE-B-2017-35373.pdf,06-2017,Allianz Compañía de Seguros y Reaseguros S.A.,1040000.0,euros,Agencia de Vivienda y Rehabilitación de Andalucía,Servicios,Ordinaria,Abierto sin variantes con varios criterios de adjudicación,phi3,227.76
BOE-B-2017-36537.pdf,06-2017,Clece Seguridad SAU,758830.16,euros,Ayuntamiento de Madrid,Servicios,Ordinaria,Abierto,phi3,223.13
BOE-B-2017-38786.pdf,06-2017,Janssen Cilag S.A.,464853.79,euros,Servicio Madrileño de Salud,Suministro,Ordinaria,Negociado sin publicidad,phi3,223.63
BOE-B-2017-39951.pdf,06-2017,None,571845.76,euros,Consejería de Medio Ambiente y Rural Políticas Agrarias y Territorio,Suministro,Ordinaria,Abierto,phi3,309.70
BOE-B-2017-36842.pdf,06-2017,Albyn Medical s.l.Biomed s.a Boston Scientific s.a.Cook España s.a. Grifols Movaco s.a Izasa Hospital s.l. Logimed s.l. Olympus Iberia s.a.u. Medicina Tecnica Werkstatte Iberica s.l. Sistemas Tecnicos Endoscopicos s.a.,728288.0,euros,Servicio Murciano de Salud,Suministro,Ordinaria,Abierto,phi3,294.54
BOE-B-2017-36108.pdf,06-2017,Khavaeva Reyes S.L.U.,207152.0,euros,Generalitat Valenciana,Servicio,Ordinaria,Abierto regulación armonizada,phi3,242.64
BOE-B-2017-39955.pdf,06-2017,Iturri S.A.; Feniks Cleaning & Safety S.L.; Bullfuego S.L.; Incipresa S.A.U.,4980000.0,euros,Consorcio Provincial de Prevención y Extinción de Incendios y Protección Civil de Córdoba,Suministro,Ordinaria,Abierto,phi3,243.42
BOE-B-2017-40330.pdf,06-2017,Juan y Juan S.L.,317582.78,euros,Ayuntamiento de Navarcles,Servicio,Ordinaria,Abierto multicriterio y armonizado,phi3,218.26
BOE-B-2017-35118.pdf,06-2017,Lacera Servicios y Mantenimiento S.A.,2299000.0,euros,Servizo Galego de Saúde - Estructura de Xestión Integrada de Pontevedra e O Salnés,Servicios,Ordinaria,Abierto,phi3,233.83
BOE-B-2017-33593.pdf,06-2017,Extraco Construccions e Proxectos S.A.,414694.6,euros,Ministerio de Agricultura y Pesca Alimentación y Medio,Obras,Ordinaria,Abierto,phi3,236.97
BOE-B-2017-38640.pdf,06-2017,Reynober S.A.,256356.01,euros,Consejería de Transportes Vivienda e Infraestructuras,Suministro,Ordinaria,Abierto,phi3,242.20
BOE-B-2017-40396.pdf,06-2017,Associació per a la Creació d'Estudis i Projectes Socials,528700.0,euros,Ayuntamiento de Viladecans,Contrato administrativo de servicios,Ordinaria,Abierto Armonizado,phi3,287.30
BOE-B-2017-39946.pdf,06-2017,Cardiolink SL; Edwards Lifesciences SL; Mercé V Electromedicina SL; Palex Medical SA; Quilpro Cardio SL,2661450.0,euros,Servicio Murciano de Salud,Suministro,Ordinaria,Abierto,phi3,236.61
BOE-B-2017-34787.pdf,06-2017,Pharma Mar S.A.,187786.92,euros,Servicio Madrileño de Salud,Suministros,Ordinaria,Negociado sin publicidad,phi3,243.59
